,response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct
9663,1,-1,1,2,-2.0,21,1,0.2270673790434996,0.7729326209564829,1
9664,1,1,-1,1,,21,2,0.2180519837803342,0.7819480162197032,0
9665,1,1,-1,0,,21,1,0.2543501760070748,0.745649823992916,0
9666,1,1,1,0,1.0,21,1,0.3765815281930978,0.6234184718069479,1
9667,1,1,2,1,10.0,21,2,0.5178600948162505,0.4821399051837736,1
9668,1,1,1,2,-3.0,21,3,0.6637325369533467,0.3362674630466584,1
9669,0,1,1,1,-3.0,21,2,0.8356235646277894,0.1643764353722117,0
9670,0,-1,-1,1,,21,0,0.8787169859892205,0.1212830140107339,1
9671,1,-1,1,0,1.0,21,-1,0.9350378081885689,0.0649621918114229,1
9672,0,1,1,1,3.0,21,2,0.9589327805340012,0.0410672194660246,0
9673,1,-1,-1,1,,21,0,0.9565550490753618,0.0434449509245843,0
9674,0,1,2,0,-10.0,21,1,0.923456705487528,0.0765432945124558,0
9675,0,-1,1,2,-2.0,21,1,0.807621470603474,0.1923785293965461,0
9676,0,-1,-1,1,,21,0,0.776923133182457,0.223076866817588,1
9677,1,-1,-1,0,,21,-1,0.7569285862061196,0.2430714137939309,0
9678,0,1,-1,0,,21,1,0.640551385247564,0.359448614752409,1
9679,0,-1,-1,0,,21,-1,0.3744942804860195,0.6255057195140217,1
9680,0,-1,1,0,-3.0,21,-1,0.143649463246446,0.8563505367535649,0
9681,0,-1,1,1,2.0,21,0,0.06017692088238,0.9398230791176112,0
